name,house,Dívida,Capacidade de pagamento anual,Dívida_sum,Dívida_porcentagem,Dívida_abc_class,Capacidade de pagamento anual_sum,Capacidade de pagamento anual_porcentagem,Capacidade de pagamento anual_abc_class
Clydas,Night's Watch,79285.0,66107.0,34719602.0,38.03813818445523,A,35041223.0,36.79474269360038,A
Spare Boot,Night's Watch,10509.0,66078.0,90303518.0,98.93482351054715,C,35107301.0,36.86412734400792,A
Galbart Glover,House Glover,81189.0,65993.0,31667633.0,34.69445876794943,A,35173294.0,36.93342274087745,A
Clement,,23509.0,65980.0,86269327.0,94.51504027914704,C,35239274.0,37.002704487205875,A
Brynden Tully,House Tully,69035.0,65969.0,49093503.0,53.785911804892436,B,35305243.0,37.071974683076434,A
Lyonel Baratheon,House Baratheon,50607.0,65964.0,68582807.0,75.13802404024744,B,35371207.0,37.14123962873888,A
Mellara Rivers,House Frey,38811.0,65943.0,78491781.0,85.99410822802626,C,35437150.0,37.21048252352723,A
Aegon III Targaryen,,73851.0,65938.0,43371762.0,47.517280764315906,A,35503088.0,37.27972016810747,A
Walder Rivers,House Frey,95573.0,65905.0,7841856.0,8.59138886876063,A,35568993.0,37.34892316131411,A
Grigg,,39493.0,65894.0,77983189.0,85.43690446815862,C,35634887.0,37.41811460406291,A
Brandon Norrey,House Norrey,47306.0,65886.0,71371874.0,78.19367300626105,B,35700773.0,37.48729764647871,A
Skyte,,95107.0,65857.0,9176265.0,10.053342088632814,A,35766630.0,37.55645023768742,A
Denyse Hightower,House Hightower,77596.0,65797.0,37222218.0,40.77995686171508,A,35832427.0,37.62553982639872,A
Osfryd Kettleblack,House Kettleblack,53785.0,65749.0,65929122.0,72.2306970286067,B,35898176.0,37.694579013112076,A
Lorent Lorch,House Lorch,83220.0,65741.0,28550128.0,31.278979351430475,A,35963917.0,37.76360979949246,A
Boremund Harlaw,House Harlaw of Harridan Hill,39417.0,65737.0,78101564.0,85.566593875531,C,36029654.0,37.83263638570633,A
Sarella Sand,House Martell,48452.0,65714.0,70414954.0,77.14528958321752,B,36095368.0,37.901638820962866,A
Wendello Qar Deeth,,61001.0,65696.0,58376009.0,63.95564952037762,B,36161064.0,37.97062235547017,A
Thoren Smallwood,Night's Watch,93351.0,65654.0,11534699.0,12.63719769823679,A,36226718.0,38.039561788229285,A
Griffin King,,27506.0,65653.0,84861470.0,92.97261882195544,C,36292371.0,38.108500170946776,A
Hazrak zo Loraq,House of Loraq,45664.0,65646.0,73180007.0,80.17462926577905,C,36358017.0,38.177431203372905,A
Tybolt Lannister,House Lannister,5247.0,65624.0,91054360.0,99.75743178096145,C,36423641.0,38.24633913488331,A
Lythene Frey,House Frey,21086.0,65619.0,87336061.0,95.68373384015206,C,36489260.0,38.31524181618559,A
Erreg,,39929.0,65614.0,77705535.0,85.13271200594471,C,36554874.0,38.38413924727976,A
Harras Harlaw,House Harlaw of Grey Garden,40851.0,65607.0,76937257.0,84.29100118425738,C,36620481.0,38.453029328082565,A
Malliard,Alchemists' Guild,26077.0,65576.0,85449912.0,93.6173047290559,C,36686057.0,38.521886857595035,A
Sky Blue Su,,38831.0,65514.0,78452970.0,85.95158763170501,C,36751571.0,38.59067928452684,A
Ambrode,,59285.0,65491.0,60181497.0,65.93370796800544,B,36817062.0,38.6594475605013,A
Lucimore Botley,House Botley,56539.0,65442.0,62958126.0,68.97573009685834,B,36882504.0,38.7281643844362,A
Jaehaera Targaryen,House Targaryen,25348.0,65396.0,85707526.0,93.89954174692986,C,36947900.0,38.796832906456416,A
Lymond Lychester,House Lychester,91241.0,65376.0,15133753.0,16.58025307615605,A,37013276.0,38.86548042764415,A
Tuffleberry,,79583.0,65345.0,34322512.0,37.603093903369704,A,37078621.0,38.934095397541554,A
Monster,,62277.0,65334.0,56833734.0,62.26596224895007,B,37143955.0,39.00269881698111,A
Pypar,Night's Watch,90042.0,65294.0,16676155.0,18.270079486377576,A,37209249.0,39.071260234755705,A
Sandor Frey,House Frey,45946.0,65250.0,72814033.0,79.77367508479742,B,37274499.0,39.13977545069886,A
Tytos Blackwood,House Blackwood,12213.0,65247.0,89954513.0,98.55246024448593,C,37339746.0,39.20828751651715,A
Tristifer Botley,House Botley,69829.0,65211.0,48053494.0,52.64649764757932,B,37404957.0,39.27676178083699,A
Carellen Smallwood,House Smallwood,29784.0,65175.0,83570243.0,91.55797498319544,C,37470132.0,39.34519824365838,A
Delena Florent,House Florent,73069.0,65145.0,44620581.0,48.88546320170022,A,37535277.0,39.413603205231055,A
Jon Umber (Greatjon),House Umber,85219.0,65097.0,25353633.0,27.77695998738592,A,37600374.0,39.4819577648058,A
Robb Reyne,House Reyne,95616.0,65058.0,7746283.0,8.48668090060181,A,37665432.0,39.550271372757216,A
Dryn,,91523.0,65018.0,14768502.0,16.180091000277116,A,37730450.0,39.61854297904369,A
Ethan Glover,House Glover,95265.0,64987.0,8700459.0,9.532058049230724,A,37795437.0,39.68678203403983,A
Manfrey Martell,House Martell,90768.0,64888.0,16043912.0,17.577406033491958,A,37860325.0,39.75491713491523,A
Jon Lynderly,House Lynderly,3725.0,64883.0,91171334.0,99.88558627927593,C,37925208.0,39.82304698558251,A
Bryan of Oldtown,,45062.0,64869.0,73679514.0,80.72187967176305,C,37990077.0,39.89116213566706,A
Elyana Vypren,House Vypren,66578.0,64709.0,51873945.0,56.83211138430764,B,38054786.0,39.95910927909183,A
Harwin,House Stark,26579.0,64669.0,85265840.0,93.41563893312053,C,38119455.0,40.02701442085164,A
Rus,Drowned men,35321.0,64667.0,80859846.0,88.58851537876987,C,38184122.0,40.094917462528215,A
Jeyne Waters,,63362.0,64646.0,55766643.0,61.09687756550846,B,38248768.0,40.16279845333069,A
Melessa Florent,House Florent,98388.0,64638.0,3768826.0,4.129054364769724,A,38313406.0,40.23067104380018,A
Lister,,734.0,64625.0,91271044.0,99.99482666625882,C,38378031.0,40.29852998372856,A
Ayrmidon,,13168.0,64584.0,89752901.0,98.33157795684782,C,38442615.0,40.366345871950365,A
Kyle Condon,House Condon,35713.0,64549.0,80611500.0,88.31643220611262,C,38507164.0,40.43412500871534,A
Violet,,92774.0,64543.0,12465151.0,13.65658328191954,A,38571707.0,40.50189784523058,A
Aegon Targaryen (son of Rhaegar),House Targaryen,2618.0,64517.0,91214842.0,99.933252819812,C,38636224.0,40.569643380663614,A
Doran Martell,House Nymeros Martell,44042.0,64511.0,74614322.0,81.74603760652089,C,38700735.0,40.63738261584689,A
Steffon Baratheon,House Baratheon,10050.0,64502.0,90385914.0,99.02509500714571,C,38765237.0,40.705112400655565,A
Ballabar,House Redwyne,61281.0,64490.0,58009357.0,63.553952535440786,B,38829727.0,40.77282958496475,A
Red Lamb,House Targaryen,92287.0,64450.0,13574471.0,14.871933257728015,A,38894177.0,40.84050476760899,A
Urreg,,73074.0,64445.0,44547512.0,48.8054101896006,A,38958622.0,40.90817470004511,A
Desmond Redwyne,House Redwyne,75598.0,64416.0,41051408.0,44.97514488128207,A,39023038.0,40.975814181274146,A
Canker Jeyne,,42396.0,64370.0,75695547.0,82.93060723259228,C,39087408.0,41.043405360588494,A
Owen,Night's Watch,12025.0,64346.0,90003009.0,98.60559154332378,C,39151754.0,41.11097133890387,A
Murch,,91922.0,64313.0,14034867.0,15.37633439307428,A,39216067.0,41.17850266584567,A
Hallis Mollen,House Mollen,93641.0,64268.0,11160626.0,12.227370406291632,A,39280335.0,41.24598674091441,A
Androw Frey,House Frey,3807.0,64249.0,91167609.0,99.88150523984646,C,39344584.0,41.313450865192294,A
Edgerran Oakheart,House Oakheart,38211.0,64242.0,78798968.0,86.33065648553418,C,39408826.0,41.380907639178815,A
Salloreon,Antler Men,3951.0,64242.0,91152063.0,99.86447333676718,C,39473068.0,41.448364413165336,A
Arron,Night's Watch,46812.0,64189.0,71748171.0,78.60593687047228,B,39537257.0,41.5157655349458,A
Daven Lannister,House Lannister,56555.0,64134.0,62901587.0,68.91378703959603,B,39601391.0,41.58310890443697,A
Quellon Greyjoy,House Greyjoy,22211.0,64122.0,86861881.0,95.1642312155452,C,39665513.0,41.65043967342865,A
Jodge,House Lannister,10887.0,64082.0,90206974.0,98.82905173318403,C,39729595.0,41.717728440755394,A
Tallad,House Baratheon of King's Landing,85090.0,64074.0,25523925.0,27.963528676384925,A,39793669.0,41.78500880774914,A
Aegon Targaryen (son of Aenys I),House Targaryen,7273.0,64054.0,90801608.0,99.48052147817637,C,39857723.0,41.85226817391041,A
Daena Targaryen,House Targaryen,32304.0,64028.0,82424722.0,90.30296387761895,C,39921751.0,41.91950023898947,A
Aemond Targaryen,House Targaryen,43950.0,64015.0,74702230.0,81.84234794589399,C,39985766.0,41.986718653527426,A
Ferret,,78177.0,64003.0,35821431.0,39.245281162581534,A,40049769.0,42.05392446756589,A
Gysella Goodbrother,House Goodbrother,5839.0,63995.0,90981845.0,99.67798572076624,C,40113764.0,42.12112188127137,A
Beardless Dick,Brotherhood Without Banners,65314.0,63991.0,53390458.0,58.493574296599164,B,40177755.0,42.188315094810356,A
Edrick Stark,House Stark,79903.0,63986.0,34003685.0,37.2537930823829,A,40241741.0,42.25550305814122,A
Jon Penny,House Penny,21157.0,63937.0,87293845.0,95.6374827903389,C,40305678.0,42.32263956943253,A
Wallen,Night's Watch,66112.0,63919.0,52470900.0,57.48612397292837,B,40369597.0,42.389757179974616,A
Luco Prestayn,,13611.0,63916.0,89672811.0,98.24383287016182,C,40433513.0,42.456871640391824,A
Tristan Ryger,House Ryger,73505.0,63839.0,44034703.0,48.24358636442449,A,40497352.0,42.52390524760401,A
Cohollo,Khal,26768.0,63832.0,85159300.0,93.29891572753276,C,40561184.0,42.59093150452484,A
Owen (brother of Meribald),,41540.0,63828.0,76071859.0,83.34288753051933,C,40625012.0,42.65795356127917,A
Tywin Lannister,House Lannister,2616.0,63727.0,91217458.0,99.93611885985159,C,40688739.0,42.72486956382951,A
Cleyton Caswell,House Caswell,99581.0,63622.0,1197505.0,1.3119637911337825,A,40752361.0,42.79167531200937,A
Perriane Frey,House Haigh,89780.0,63607.0,17215398.0,18.860863901158606,A,40815968.0,42.85846530956487,A
Lewis Lanster,Windblown,29714.0,63574.0,83659424.0,91.65567999725141,C,40879542.0,42.92522065574679,A
Norne Goodbrother,House Goodbrother of Shatterstone,48420.0,63553.0,70463374.0,77.1983376178952,B,40943095.0,42.99195395105462,A
Brandon Stark (Shipwright),,69927.0,63543.0,47913807.0,52.49345921676516,B,41006638.0,43.058676745946215,A
Mallor (Knight),,50913.0,63373.0,68227639.0,74.74890870814494,B,41070011.0,43.12522103376178,A
Endehar,,44274.0,63253.0,74393796.0,81.50443349881063,C,41133264.0,43.19163931658251,A
Ravella Swann,House Swann,24660.0,63249.0,85931761.0,94.14520936477268,C,41196513.0,43.25805339923674,A
Puddingfoot,Brotherhood without banners,60104.0,63147.0,59524344.0,65.21374359104256,B,41259660.0,43.32436037764537,A
Urrathon,,59519.0,63144.0,60062745.0,65.80360552657537,B,41322804.0,43.39066420592913,A
Humfrey Hardyng,House Hardyng,80891.0,63116.0,32234859.0,35.315900827389385,A,41385920.0,43.456938633047415,A
Arwyn Oakheart,House Oakheart,8881.0,62964.0,90544974.0,99.19935812973621,C,41448884.0,43.52305345383891,A
Rennifer Longwaters,House Longwaters,79536.0,62903.0,34402048.0,37.69023203815129,A,41511787.0,43.589104222091365,A
Lem,Brotherhood without banners,96763.0,62893.0,6112331.0,6.696554044805277,A,41574680.0,43.65514448992759,A
Osmund Frey,House Frey,57087.0,62889.0,62333923.0,68.29186511565403,B,41637569.0,43.72118055759731,A
Lewys Lydden,House Lydden,82839.0,62877.0,28965267.0,31.73379777497567,A,41700446.0,43.78720402476754,A
Edwyle Stark,House Stark,51346.0,62870.0,67869931.0,74.35701060016304,B,41763316.0,43.85322014164642,A
Moredo Prestayn,,32990.0,62838.0,82196646.0,90.0530881329443,C,41826154.0,43.91920265719333,A
Styr,Thenn,91382.0,62826.0,14951269.0,16.38032706293585,A,41888980.0,43.985172572240764,A
Lord Caswell,House Caswell,57709.0,62783.0,61817589.0,67.72617936725943,B,41951763.0,44.051097335498376,A
Axell Florent,House Florent,46410.0,62641.0,72214133.0,79.11643600997004,B,42014404.0,44.11687299284544,A
Shella,,7175.0,62628.0,90815994.0,99.49628250723198,C,42077032.0,44.18263499965139,A
Benfrey Frey,House Frey,12311.0,62612.0,89942300.0,98.53907991306258,C,42139644.0,44.24838020579136,A
Randyll Tarly,House Tarly,46532.0,62529.0,72121240.0,79.01466419903834,B,42202173.0,44.314038258476565,A
Alerie Hightower,House Hightower,18478.0,62516.0,88318678.0,96.76027040956305,C,42264689.0,44.37968266062067,A
Eldiss,,92335.0,62508.0,13389863.0,14.669680230347232,A,42327197.0,44.445318662431774,A
Loreza Sand,House Martell,23534.0,62457.0,86222290.0,94.46350743306827,C,42389654.0,44.51090111212008,A
Bryen Caron,House Caron,71580.0,62447.0,46500503.0,50.94507012956758,B,42452101.0,44.57647306139215,A
Elyas Willum,House Willum,23038.0,62403.0,86432002.0,94.69326392725095,C,42514504.0,44.64199880883278,A
Joramun,,46483.0,62398.0,72167723.0,79.06559009321269,B,42576902.0,44.707519306065294,A
Alys Karstark,House Karstark,38586.0,62371.0,78568961.0,86.07866517384252,C,42639273.0,44.77301145217397,A
Forley Prester,House Prester,33070.0,62353.0,82163656.0,90.01694491394353,C,42701626.0,44.83848469753341,A
Gormond Drumm,House Drumm,61781.0,62315.0,57578965.0,63.082423214065386,B,42763941.0,44.90391804131116,A
Jonnel Stark,House Stark,81309.0,62314.0,31424004.0,34.42754345112809,A,42826255.0,44.96935033504728,A
Gowen Baratheon,House Baratheon,1626.0,62289.0,91253620.0,99.97573726195846,C,42888544.0,45.03475637774281,A
Karyl Vance,House Vance of Wayfarer's Rest,21356.0,62284.0,87187473.0,95.52094364236834,C,42950828.0,45.100157170230226,A
Cortnay Penrose,House Penrose,28083.0,62278.0,84584136.0,92.6687769456791,C,43013106.0,45.1655516624679,A
Rycherd Crane,House Crane,13090.0,62268.0,89765991.0,98.34591911285631,C,43075374.0,45.23093565428933,A
Stafford Lannister,House Lannister,81310.0,62242.0,31342695.0,34.33846285113619,A,43137616.0,45.296292345028554,A
Temmo,,38152.0,62214.0,78875280.0,86.4142624669948,C,43199830.0,45.36161963460232,A
Mors Martell (brother of Doran),House Martell,76143.0,62206.0,40217284.0,44.061294429454584,A,43262036.0,45.426938523843084,A
Ryam Redwyne,House Redwyne,14275.0,62189.0,89464386.0,98.01548638879677,C,43324225.0,45.492239562376255,A
Marq Rankenfell,Night's Watch,19012.0,62188.0,88131381.0,96.55507136472566,C,43386413.0,45.5575395508678,A
Karlon Stark,House Stark,70394.0,62158.0,47352784.0,51.87881304660868,B,43448571.0,45.62280803811063,A
Meera Reed,House Reed,11153.0,62158.0,90151834.0,98.7686413938175,C,43510729.0,45.688076525353466,A
Pate of the Blue Fork,House Frey,37389.0,62123.0,79517094.0,87.11742172615675,C,43572852.0,45.753308261139466,A
Carolei Waynwood,House Waynwood,71534.0,62110.0,46572037.0,51.023441424747936,B,43634962.0,45.81852634638437,A
Sarya Whent,House Whent,28177.0,62079.0,84527949.0,92.60721953294811,C,43697041.0,45.883711880338936,A
Bryan Fossoway,House Fossoway of Cider Hall,84151.0,62032.0,26708611.0,29.261448213976095,A,43759073.0,45.94884806233719,A
Luthor Tyrell (son of Moryn),House Tyrell,64022.0,62019.0,54812613.0,60.05166037171355,B,43821092.0,46.01397059379434,A
Eustace Hunter,House Hunter,27227.0,61968.0,84997866.0,93.12205169551795,C,43883060.0,46.079039573128675,A
Parmen Crane,House Crane,64429.0,61955.0,54491440.0,59.699789317571984,B,43945015.0,46.14409490192191,A
Robert Frey (son of Raymund),House Frey,81351.0,61912.0,31261385.0,34.24938115556324,A,44006927.0,46.209105078925326,A
Donella Hornwood,House Manderly,40402.0,61872.0,77424793.0,84.82513638943331,C,44068799.0,46.2740732542638,A
Darla Deddings,House Deddings,44448.0,61845.0,74260830.0,81.35875846826637,C,44130644.0,46.33901307847843,A
Jayde,Chataya's brothel,75903.0,61844.0,40597112.0,44.47742679037062,A,44192488.0,46.40395185265144,A
Tya Lannister,House Baratheon,94784.0,61765.0,9841171.0,10.781800505514246,A,44254253.0,46.468807673536176,A
Helya,House Greyjoy,77921.0,61713.0,36289439.0,39.75802186091761,A,44315966.0,46.53360889225649,A
Benjen Stark (Sweet),,93165.0,61629.0,11907565.0,13.045702623848701,A,44377595.0,46.59832190748041,A
Dacey Mormont,House Mormont,22898.0,61619.0,86477821.0,94.74346235560488,C,44439214.0,46.6630244222881,A
Bran the Builder,House Stark,28653.0,61581.0,84272682.0,92.32755384380997,C,44500795.0,46.72768703551409,A
Bharbo,,80999.0,61555.0,32073006.0,35.13857774691258,A,44562350.0,46.79232234765786,A
Theon Stark,,39559.0,61549.0,77904202.0,85.35036780737617,C,44623899.0,46.85695135955189,A
Joanna Swyft,House Swyft,75126.0,61547.0,41955340.0,45.965475655389184,A,44685446.0,46.92157827136268,A
Ben Blackthumb,House Whent,47909.0,61523.0,70800484.0,77.56766894730853,B,44746969.0,46.98617998217449,A
Patrek Mallister,House Mallister,88899.0,61513.0,19001316.0,20.817481827542263,A,44808482.0,47.050771192570075,A
Franklyn Frey,House Frey,77005.0,61495.0,38380023.0,42.048426084969805,A,44869977.0,47.115343502216426,A
Lysa Meadows,House Meadows,5674.0,61494.0,91004826.0,99.70316326898862,C,44931471.0,47.17991476182116,A
Lewys Piper,House Piper,46163.0,61485.0,72445410.0,79.3698187096014,B,44992956.0,47.24447657105127,A
Urron Greyiron,,22740.0,61435.0,86637257.0,94.91813741667202,C,45054391.0,47.30898587820021,A
Vaellyn,,73733.0,61433.0,43519304.0,47.67892498431621,A,45115824.0,47.3734930852659,A
Rodrik Flint,House Flint,76931.0,61389.0,38610893.0,42.30136288311182,A,45177213.0,47.43795409050014,A
Wex Pyke,House Botley,35143.0,61350.0,80965470.0,88.70423503211137,C,45238563.0,47.50237414411107,A
Rhaena Targaryen (daughter of Aegon III),House Targaryen,1146.0,61311.0,91267500.0,99.9909439270003,C,45299874.0,47.56675324609868,A
Melwyn Sarsfield,House Sarsfield,16680.0,61288.0,88999401.0,97.50605763198963,C,45361162.0,47.63110819712894,A
Cadwyl,House Greyjoy,61457.0,61256.0,57886749.0,63.41962553346306,B,45422418.0,47.695429546827235,A
Symon Hollard,House Hollard,68057.0,61256.0,50190058.0,54.98727668853527,B,45483674.0,47.75975089652554,A
Lyonel Frey,House Frey of Riverrun,45646.0,61238.0,73225653.0,80.22463815861047,C,45544912.0,47.82405334547462,A
Denestan,,14396.0,61210.0,89450111.0,97.99984696923826,C,45606122.0,47.88832639325823,A
Walton Frey,House Frey,29609.0,61191.0,83718688.0,91.72060851288829,C,45667313.0,47.952579490251,A
Jeffory Norcross,House Norcross,87434.0,61125.0,21734623.0,23.81204119393531,A,45728438.0,48.0167632844966,A
Perwyn Osgrey,House Osgrey,91213.0,61105.0,15224966.0,16.68018431091556,A,45789543.0,48.08092607790973,A
Nymeria,House Martell,22826.0,61018.0,86523480.0,94.79348549099001,C,45850561.0,48.144997517701604,A
Turnip,House Stark,88954.0,61013.0,18912417.0,20.720085767343765,A,45911574.0,48.20906370728535,A
Notch,Brotherhood without Banners,59875.0,60887.0,59824186.0,65.54224480570231,B,45972461.0,48.27299759162453,A
Sigfryd Harlaw,House Harlaw of Harlaw Hall,29508.0,60856.0,83748196.0,91.75293691865593,C,46033317.0,48.33689892467337,A
Azzak,House of Ghazeen,48906.0,60811.0,70025438.0,76.71854323304173,B,46094128.0,48.400753005849154,A
Jon Myre,House Myre,36613.0,60807.0,79961419.0,87.6042157783699,C,46154935.0,48.46460288685844,A
Ebrose,,25019.0,60761.0,85782789.0,93.98199846386389,C,46215696.0,48.52840446595303,A
Anders Yronwood,House Yronwood,40673.0,60760.0,77141037.0,84.51425869162247,C,46276456.0,48.592204995006,A
Runcel Hightower,House Hightower,33211.0,60680.0,82064249.0,89.90803648802027,C,46337136.0,48.65592152072908,A
Lord Staunton,House Staunton,63882.0,60671.0,54876495.0,60.12164828066192,B,46397807.0,48.71962859607755,A
Kyle,,14116.0,60622.0,89492622.0,98.0464212154626,C,46458429.0,48.78328421938646,A
Robert Brax (son of Flement),House Brax,66492.0,60583.0,51940437.0,56.904958759809254,B,46519012.0,48.846898891072044,A
Red Oarsman,,66212.0,60578.0,52404788.0,57.41369291822761,B,46579590.0,48.91050831254951,A
Elys Waynwood,House Waynwood,2767.0,60527.0,91209564.0,99.9274703430043,C,46640117.0,48.97406418190417,A
Rickard Wylde,House Wylde,34082.0,60466.0,81626479.0,89.4284239696219,C,46700583.0,49.03755599871979,A
Marq Piper,House Piper,81132.0,60451.0,31748765.0,34.78334545009461,A,46761034.0,49.10103206491105,A
Allar Deem,City Watch of King's Landing,17049.0,60373.0,88814179.0,97.30313191784114,C,46821407.0,49.16442622785567,A
Sumner Crakehall,House Crakehall,87913.0,60353.0,20945709.0,22.947721961599317,A,46881760.0,49.22779938996782,A
Dalla (Dragonstone),House Baratheon of Dragonstone,84954.0,60306.0,25778980.0,28.24296210233941,A,46942066.0,49.29112320012366,A
Oswell Whent,House Whent,5624.0,60304.0,91016084.0,99.71549732050454,C,47002370.0,49.354444910196236,A
Obella Sand,House Martell,5721.0,60276.0,90999152.0,99.69694694208319,C,47062646.0,49.417737219103365,A
Tybolt Crakehall,House Crakehall,32662.0,60150.0,82295080.0,90.16093055850115,C,47122796.0,49.48089722276591,A
Myles Manwoody,House Manwoody,65425.0,60145.0,53259828.0,58.35045854339913,B,47182941.0,49.54405197622034,A
Shiera Seastar,House Targaryen,16707.0,60129.0,88966034.0,97.46950137893118,C,47243070.0,49.60718992900879,A
Torwynd,,72977.0,60049.0,44766564.0,49.04539941083595,A,47303119.0,49.67024387846734,A
Lucos,,72586.0,60006.0,45202728.0,49.52325242606017,A,47363125.0,49.73325267613608,A
Frenya,,69197.0,59941.0,48747808.0,53.4071749121229,B,47423066.0,49.79619322109928,A
Yorko Terys,,25956.0,59931.0,85527878.0,93.7027228015813,C,47482997.0,49.85912326564625,A
Dale Drumm,House Drumm,29403.0,59920.0,83836562.0,91.84974903415217,C,47542917.0,49.92204175973536,A
Lester Morrigen,House Morrigen,655.0,59906.0,91272426.0,99.99634075927666,C,47602823.0,49.98494555324173,A
Jon Heddle,House Heddle,81029.0,59865.0,31992007.0,35.0498367770477,A,47662688.0,50.04780629504153,B
Black Bernarr,Night's Watch,7522.0,59797.0,90742400.0,99.41565431507856,C,47722485.0,50.110595634010934,B
Gilly,,98943.0,59775.0,2189872.0,2.3991822758299284,A,47782260.0,50.1733618720646,B
Leslyn Haigh,House Haigh,28996.0,59765.0,84157662.0,92.20154011087675,C,47842025.0,50.23611760970205,B
Maron Botley,House Botley,31823.0,59729.0,82648908.0,90.5485778119901,C,47901754.0,50.29883554584104,B
Selmond Stackspear,House Stackspear,24970.0,59706.0,85807759.0,94.00935512280445,C,47961460.0,50.36152933102268,B
Balman Byrch,House Byrch,39483.0,59696.0,78022672.0,85.48016129494876,C,48021156.0,50.424212615788086,B
Hoster Frey,House Frey,20091.0,59662.0,87665745.0,96.04492938465178,C,48080818.0,50.48686019913829,B
Holger,Stone Crows,10721.0,59644.0,90271703.0,98.89996759928589,C,48140462.0,50.549488881739265,B
Rhaelle Targaryen,House Targaryen,90470.0,59474.0,16315631.0,17.8750962221451,A,48199936.0,50.61193905726423,B
Gyldayn,The Citadel,48856.0,59473.0,70074294.0,76.77206894105933,B,48259409.0,50.67438818274756,B
Jon Vance,,47949.0,59459.0,70752575.0,77.51518075454989,B,48318868.0,50.73682260764817,B
Harwyn Plumm,House Plumm,92984.0,59454.0,12186680.0,13.351495729983794,A,48378322.0,50.79925178234065,B
Robin Greyjoy,House Greyjoy,73078.0,59430.0,44474438.0,48.725351699595706,A,48437752.0,50.861655756034175,B
Fralegg,,17942.0,59400.0,88482160.0,96.93937819157826,C,48497152.0,50.92402822847898,B
Wat (sailor),,83248.0,59386.0,28466908.0,31.187805096042688,A,48556538.0,50.98638600034106,B
Eustace (Dance of the Dragons),Faith of the Seven,97869.0,59330.0,4651569.0,5.096170871904817,A,48615868.0,51.048684969872205,B
Alia,,5111.0,59323.0,91075005.0,99.78005005183961,C,48675191.0,51.11097658911199,B
Wylla Manderly,House Manderly,69858.0,59322.0,47983665.0,52.569994318097535,B,48734513.0,51.17326715831015,B
Lysa Arryn,House Tully,77722.0,59315.0,36756359.0,40.26957056706596,A,48793828.0,51.23555037721695,B
Martyn Lannister,House Lannister,62372.0,59264.0,56709092.0,62.12940683510671,B,48853092.0,51.29778004400094,B
Tytos Lannister,House Lannister,51337.0,59218.0,67921268.0,74.41325444477782,B,48912310.0,51.35996140887025,B
Meg,Brotherhood Without Banners,84520.0,59190.0,26286946.0,28.7994800284667,A,48971500.0,51.42211337257409,B
Raymar Royce,House Royce of the Gates of the Moon,51951.0,59174.0,67612039.0,74.07446901075583,B,49030674.0,51.484248535611954,B
Kyle Royce,House Royce,51928.0,59163.0,67663967.0,74.13136034377405,B,49089837.0,51.546372148191956,B
Wat (Standfast),House Osgrey,76255.0,59114.0,39836348.0,43.64394816472973,A,49148951.0,51.608444308732395,B
Martyn Cassel,House Cassel,29746.0,59010.0,83599989.0,91.59056413725412,C,49207961.0,51.67040726494398,B
Waldon Wynch,House Wynch,17707.0,58966.0,88535583.0,96.99790741827354,C,49266927.0,51.732324019324125,B
Agrivane,,28247.0,58921.0,84471572.0,92.54545395981667,C,49325848.0,51.7941935218312,B
Andrik,House Drumm,98767.0,58875.0,2782847.0,3.0488344518522035,A,49384723.0,51.856014722423595,B
Maddy,House Arryn,49075.0,58787.0,69780600.0,76.45030335872504,B,49443510.0,51.91774351935311,B
Fern,,81229.0,58775.0,31505233.0,34.516536404635595,A,49502285.0,51.979459715783136,B
Clarent Crakehall,House Crakehall,64099.0,58718.0,54748591.0,59.98151908141751,B,49561003.0,52.04111605984061,B
Gascoyne,House Martell,98490.0,58698.0,3572041.0,3.913460446883568,A,49619701.0,52.10275140306562,B
Ragnor Pyke,House Greyjoy,76145.0,58671.0,40141141.0,43.977873601192236,A,49678372.0,52.164358395166786,B
Balon Greyjoy,,67774.0,58581.0,50665004.0,55.507618528230154,B,49736953.0,52.22587088352182,B
Jynessa Blackmont,House Blackmont,83774.0,58541.0,27380559.0,29.99762171264605,A,49795494.0,52.28734137021191,B
Jonothor Darry,House Darry,25972.0,58533.0,85501922.0,93.67428589972063,C,49854027.0,52.348803456569016,B
Bethany Bolton,House Bolton,48757.0,58533.0,70171888.0,76.87899107853009,B,49912560.0,52.410265542926126,B
Guyne,,17296.0,58531.0,88728335.0,97.20908285776534,C,49971091.0,52.47172552919997,B
Khorane Sathmantes,,56087.0,58497.0,63408325.0,69.46895959218791,B,50029588.0,52.53314981405863,B
Clement Piper,House Piper,22687.0,58416.0,86659944.0,94.94299286406427,C,50088004.0,52.594489045545764,B
Viserys II Targaryen,,41505.0,58415.0,76154903.0,83.43386896364146,C,50146419.0,52.65582722699128,B
Maron Volmark,House Volmark,93997.0,58276.0,10879093.0,11.91892818516582,A,50204695.0,52.7170194526511,B
Janei Lannister,House Lannister,47070.0,58273.0,71513494.0,78.3488291952543,B,50262968.0,52.778208528186056,B
Pia,House Whent,81801.0,58265.0,30364795.0,33.267094137561116,A,50321233.0,52.83938920338802,B
Harlon Botley,House Botley,1901.0,58254.0,91246785.0,99.9682489654483,C,50379487.0,52.90055832813213,B
Rodrik Freeborn,,32059.0,58250.0,82553348.0,90.44388408638498,C,50437737.0,52.96172325270974,B
Hobber Redwyne,House Redwyne,65114.0,58232.0,53651313.0,58.779362092672,B,50495969.0,53.02286927653812,B
